id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
37097379,https://www.airbnb.com/rooms/37097379,20201229152854,2020-12-30,modern new house. child friendly.,<b>Other things to note</b><br />cleaning fee of 100 chf per stay. additional cleaning can be arranged at 50 chf per clean,"close to geneva downtown, close to chamonix, megeve, mont blanc ( 1 hour drive), milano is 3 hours drive.",https://a0.muscache.com/pictures/6982f978-0399-492c-8e21-bbc2a4d75427.jpg,62284051,https://www.airbnb.com/users/show/62284051,Andrea,2016-03-09,"Tel Aviv-Yafo, Tel Aviv District, Israel",,,,,f,https://a0.muscache.com/im/pictures/user/02845765-dee2-40e1-8115-6eae845d32b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/02845765-dee2-40e1-8115-6eae845d32b8.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Vessy, Genève, Switzerland",Veyrier,,46.172990000000006,6.15776,Entire house,Entire home/apt,8,0.0,3 baths,3.0,6.0,"[""Washer"", ""Essentials"", ""Keypad"", ""Kitchen"", ""Iron"", ""TV"", ""Free parking on premises"", ""Hot water"", ""Wifi"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Private entrance"", ""Dryer""]",$200.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,23,53,83,358,2020-12-30,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,f,1,1,0,0,0.0
37116467,https://www.airbnb.com/rooms/37116467,20201229152854,2020-12-30,Amazing quiet bedroom with all comfort,"Mon appartement est proche de toutes commodités mais calme avec la ligne 9 et 1. Il y a les magasin coop ,Migros , tabac presse et restaurants non loin et proche de 2 stations essences dont une qui sert de l'alimentation jusqu'à 22h. La piscine de Thonex ou Geneve-plage et terrain de tennis SIG ou Cologny  pour les sportif.<br /><br /><b>The space</b><br />Mon appartement est confortable, bien équipée, calme avec de la verdure et proche de toutes commodités avec  la ligne de bus  9 et 1 à proximité. Il y a les magasin coop ,Migros , tabac presse et restaurants non loin de 2 stations essences dont une qui sert de l'alimentation jusqu'à 22h. La piscine de Thonex ou Geneve-plage et terrain de tennis SIG ou Cologny  pour les sportif.<br /><br /><b>Guest access</b><br />vous pouvez utiliser la salle de bains et la cuisine pas de problème",Quartier assez calme sans problème.,https://a0.muscache.com/pictures/cdb33790-65c1-41df-8f27-152563b79a11.jpg,136406859,https://www.airbnb.com/users/show/136406859,Fabrice,2017-06-22,"Chêne-Bougeries, Geneva, Switzerland",,,,,f,https://a0.muscache.com/im/pictures/user/c5f15b6a-ca67-4555-8580-cd78343f23aa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c5f15b6a-ca67-4555-8580-cd78343f23aa.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Chêne-Bougeries, Genève, Switzerland",Chêne-Bougeries,,46.20684,6.19833,Private room in apartment,Private room,2,0.0,1 shared bath,1.0,1.0,"[""Microwave"", ""Single level home"", ""Cable TV"", ""Long term stays allowed"", ""Air conditioning"", ""Garden or backyard"", ""Kitchen"", ""TV"", ""Bed linens"", ""Oven"", ""Stove"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""Free street parking"", ""Hot water"", ""Refrigerator"", ""Dishes and silverware"", ""BBQ grill"", ""Heating"", ""Wifi"", ""Dryer"", ""Cleaning before checkout"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Cooking basics""]",$70.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,28,58,88,88,2020-12-30,1,0,0,2019-11-04,2019-11-04,80.0,6.0,10.0,10.0,8.0,10.0,8.0,,t,1,0,1,0,0.07
37135062,https://www.airbnb.com/rooms/37135062,20201229152854,2020-12-30,Renovated 1 bedroom apartment in Champel,Renovated 1 bedroom apartment in Champel next to transport links and beautiful parks,,https://a0.muscache.com/pictures/29a4919b-cc66-4d66-b8d3-0727e0cd0e69.jpg,273734321,https://www.airbnb.com/users/show/273734321,Homenhancement SA,2019-07-05,"Geneva, Geneva, Switzerland","Nous sommes à votre service pour vous aider à trouver le parfait appartement pour votre séjour à Genève.
Nous gérons plus de 375 appartements à Genève où nous couvrons toute la ville. N'hésitez pas à nous contacter pour toute demande d'information complémentaire.

Réservations Team
Harold Lécuyer, Loïc Emery et Moussa Samake

Homenhancement  SA
",within a day,67%,59%,f,https://a0.muscache.com/im/pictures/user/41b9e759-7a64-4bea-bad6-43fd63d43571.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/41b9e759-7a64-4bea-bad6-43fd63d43571.jpg?aki_policy=profile_x_medium,,115,115,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,,Commune de Genève,,46.19352,6.15367,Entire serviced apartment,Entire home/apt,2,0.0,1 bath,1.0,1.0,"[""Washer"", ""Essentials"", ""Iron"", ""Long term stays allowed"", ""Dryer"", ""Hot water"", ""Elevator"", ""Smart lock"", ""Kitchen"", ""Private entrance"", ""Hangers"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Wifi""]",$106.00,4,1125,4,4,99,99,4.0,99.0,,t,0,0,0,0,2020-12-30,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,t,89,89,0,0,0.0
37135935,https://www.airbnb.com/rooms/37135935,20201229152854,2020-12-30,Stunning 2 bedroom beside Lake Geneva,"Lakeside apartment which has been recently renovated to a very high standard. The apartments features an entirely equipped kitchen, large living area, 1 bathroom and 2 bedrooms",,https://a0.muscache.com/pictures/5a8fa2de-6b32-48c0-a471-5a81bd6e8ff3.jpg,273734321,https://www.airbnb.com/users/show/273734321,Homenhancement SA,2019-07-05,"Geneva, Geneva, Switzerland","Nous sommes à votre service pour vous aider à trouver le parfait appartement pour votre séjour à Genève.
Nous gérons plus de 375 appartements à Genève où nous couvrons toute la ville. N'hésitez pas à nous contacter pour toute demande d'information complémentaire.

Réservations Team
Harold Lécuyer, Loïc Emery et Moussa Samake

Homenhancement  SA
",within a day,67%,59%,f,https://a0.muscache.com/im/pictures/user/41b9e759-7a64-4bea-bad6-43fd63d43571.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/41b9e759-7a64-4bea-bad6-43fd63d43571.jpg?aki_policy=profile_x_medium,,115,115,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,,Commune de Genève,,46.20629,6.16141,Entire serviced apartment,Entire home/apt,3,0.0,1 bath,2.0,2.0,"[""Washer"", ""Iron"", ""Long term stays allowed"", ""Dryer"", ""Hot water"", ""Heating"", ""Elevator"", ""Smart lock"", ""Kitchen"", ""Private entrance"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Essentials"", ""Wifi""]",$126.00,28,90,28,28,99,99,28.0,99.0,,t,0,0,0,0,2020-12-30,1,1,0,2020-08-09,2020-08-09,80.0,10.0,10.0,10.0,6.0,10.0,10.0,,t,89,89,0,0,0.21
37137105,https://www.airbnb.com/rooms/37137105,20201229152854,2020-12-30,Sympatique et moderne appartement à 2 pas du lac,"A deux pas du lac et en plein centre ville. Sympathique appartement situé dans un quartier animé, entre la gare et le lac. <br />Idéal pour les séjours d'affaires ou touristiques seul ou en couple.<br />A proximité vous trouverez tous genres de bars et de restaurants ainsi qu'une multitude de commerces.  <br />Composition: séjour avec cuisine américaine ouverte + une chambre calme donnant sur une cour intérieure.",,https://a0.muscache.com/pictures/be69a224-c634-4c43-9419-2ffdc759ff84.jpg,279344817,https://www.airbnb.com/users/show/279344817,Kenza,2019-07-26,"Geneva, Geneva, Switzerland",,within a day,100%,64%,f,https://a0.muscache.com/im/pictures/user/3c9e90ca-3c13-4d34-a337-d3c578a8cb03.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3c9e90ca-3c13-4d34-a337-d3c578a8cb03.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,,Commune de Genève,,46.21107,6.145519999999999,Entire apartment,Entire home/apt,3,0.0,1 bath,1.0,1.0,"[""Microwave"", ""Kitchen"", ""TV"", ""Coffee maker"", ""Oven"", ""Stove"", ""Dedicated workspace"", ""Shampoo"", ""Washer"", ""Lockbox"", ""Iron"", ""Hot water"", ""Elevator"", ""Private entrance"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Lake access"", ""Cooking basics""]",$100.00,2,14,2,2,14,14,2.0,14.0,,t,16,46,46,46,2020-12-30,13,7,0,2019-09-02,2020-07-12,93.0,10.0,9.0,10.0,10.0,10.0,10.0,,f,1,1,0,0,0.8
37144047,https://www.airbnb.com/rooms/37144047,20201229152854,2020-12-30,Spacious 1 BD Apartment in Pâquis,"Comfortable 60 sqm2 fully equipped 1 Bedroom apartment, in Geneva city center just a few steps from the lake, the train station and shops. Perfect for an extended stay or business trip. It can comfortably welcome up to 4 Guests!<br /><br /><b>The space</b><br />The apartment is designed for a couple with kids. There is a queen-size bed, two convertible bed best suited for 1 adult. The kitchen is fully equipped with basics amenities. You can use the Internet for free (WIFI). The loft is 3 minutes walking distance from Geneva Cornavin station and only a few meters away from the lake. There are numerous restaurants, bars, grocery stores and supermarkets within less than 100m distance and only 10 minutes away by tram from the UN headquarters and other major international organizations. Should you have questions, please feel free to ask me. I wish you a nice stay in the studio!<br /><br /><b>Guest access</b><br />Guests will have access to all amenities on site.<br /><br /><b>Other things t","Pâquis is one of the most vibrant ""neighborhoods"" of Geneva. Here is where you will meet people from all continents, scents from far and near, busy streets and quiet parks right next to the lake .",https://a0.muscache.com/pictures/a4d311ab-5a6a-4ae1-8032-aee4d41444b8.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,126,126,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.215140000000005,6.14834,Entire condominium,Entire home/apt,4,0.0,1 bath,1.0,3.0,"[""Oven"", ""Microwave"", ""Iron"", ""Stove"", ""Heating"", ""Hot water"", ""Elevator"", ""Dishwasher"", ""Hair dryer"", ""Hangers"", ""Refrigerator"", ""Bed linens"", ""Dishes and silverware"", ""Kitchen"", ""TV"", ""Coffee maker"", ""Essentials"", ""Wifi""]",$112.00,2,365,2,2,365,365,2.0,365.0,,t,27,57,87,267,2020-12-30,29,12,2,2019-08-10,2020-12-09,92.0,9.0,10.0,9.0,9.0,10.0,9.0,,t,66,55,9,0,1.71
37173037,https://www.airbnb.com/rooms/37173037,20201229152854,2020-12-30,Charmant appartement dans résidence sécurisée,"Charmant appartement 2 pièces meublé  entièrement rénové, en plein centre de Genève (quartier des Délices).<br />Grande chambre avec lit 2 places. <br />Immeuble de standing avec code. <br />A 10 minutes de la gare et du centre-ville à pieds. <br />Proche Palexpo à 15min.<br />Transport au pied de l’immeuble. <br />Aéroport à 15 min en voiture ou bus. Wifi à disposition. Proche de l’ONU<br /><br /><b>The space</b><br />Très proche de la gare , Palexpo, ONU et direct au centre-ville.","Quartier très calme et proche du centre-ville. <br />Supermarché, restaurant, boulangerie , tabac, pharmacie, bus.",https://a0.muscache.com/pictures/a95b0a58-86ad-40be-a135-f6b44ce63534.jpg,58967276,https://www.airbnb.com/users/show/58967276,Yann,2016-02-16,"Geneva, Geneva, Switzerland",,,,50%,f,https://a0.muscache.com/im/pictures/user/0d83751e-83b5-48ec-a559-6328a858b23f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0d83751e-83b5-48ec-a559-6328a858b23f.jpg?aki_policy=profile_x_medium,,2,2,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Geneva, Switzerland",Commune de Genève,,46.205220000000004,6.13399,Entire apartment,Entire home/apt,1,0.0,1 bath,1.0,1.0,"[""Washer"", ""Essentials"", ""Host greets you"", ""Luggage dropoff allowed"", ""Iron"", ""Cable TV"", ""Long term stays allowed"", ""Hot water"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Dedicated workspace"", ""TV"", ""Shampoo"", ""Heating"", ""Wifi"", ""Lake access""]",$143.00,3,30,3,3,30,30,3.0,30.0,,t,28,58,88,363,2020-12-30,1,0,0,2019-10-18,2019-10-18,100.0,8.0,10.0,10.0,10.0,10.0,10.0,,t,2,2,0,0,0.07
37197323,https://www.airbnb.com/rooms/37197323,20201229152854,2020-12-30,Beautiful Flat next to the lake in Geneva,"My accommodation is really central close to all amenities, restaurants of the world and you can walk to see almost all tourist points on foot.<br />The flat is based at  1 minutes of the bus and tramway.<br />You can walk 10 minutes to see the lake!<br /><br /><b>The space</b><br />we don t have elevator but we have secure place to park the car and bikes .",,https://a0.muscache.com/pictures/15ea378c-900d-473b-b519-7653dd603bc6.jpg,279975413,https://www.airbnb.com/users/show/279975413,Fabrice,2019-07-28,CH,,,,,f,https://a0.muscache.com/im/pictures/user/df586607-5272-4ce0-9daa-fa49673cbbd7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/df586607-5272-4ce0-9daa-fa49673cbbd7.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Commune de Genève,,46.19388,6.14268,Entire apartment,Entire home/apt,4,0.0,1 bath,2.0,3.0,"[""Washer"", ""Free parking on premises"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Wifi""]",$150.00,8,8,8,8,8,8,8.0,8.0,,t,28,58,88,88,2020-12-30,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,t,1,1,0,0,0.0
37276515,https://www.airbnb.com/rooms/37276515,20201229152854,2020-12-30,Luxurious 1 Room Apt near Jet d'Eau,"Beautiful and Luxurious 1 Bedroom apartment located in the heart of Eaux-Vives. <br />A stone's throw from the lake and the fountain. Direct access to all amenities such as public transport and shops.<br /><br /><b>The space</b><br />Luxurious furnished apartment which is composed of: an entrance hall - a fitted kitchen open to the living room - a bedroom - a bathroom - guest toilet, WIFI<br />Asset: very large plasma screen + 5* bed matress + in house washer<br /><br /><b>Guest access</b><br />Guests will have access to all amenities on site.<br /><br /><b>Other things to note</b><br />Some items are very fragile in the apartment.<br />Weekly cleaning is mandatory and is not included in the price (32.-CHF/cleaning)","The neighborhood of Eaux-Vives is quite lively, without being noisy. <br />There are dozens of restaurants around, bars, food chains, grocery stores (some open late!), boulangeries, small shopping malls and boutiques, pharmacies.",https://a0.muscache.com/pictures/283b7ce5-ffb1-4760-9427-fa277821c3e2.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,126,126,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20625,6.15979,Entire apartment,Entire home/apt,2,0.0,1 bath,1.0,1.0,"[""Cable TV"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Coffee maker"", ""Bed linens"", ""Oven"", ""Stove"", ""Washer"", ""Iron"", ""Hot water"", ""Elevator"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Wifi"", ""Dishwasher"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Cooking basics""]",$330.00,2,365,2,2,365,365,2.0,365.0,,t,28,58,88,268,2020-12-30,1,0,0,2019-11-01,2019-11-01,80.0,8.0,10.0,10.0,10.0,10.0,8.0,,f,66,55,9,0,0.07
37316354,https://www.airbnb.com/rooms/37316354,20201229152854,2020-12-30,88's Home,"Apartment in the center of Geneva and close to Cornavin train station.<br />Very well served by public transport (bus 9, 7, 10, 11, 19) and located in the heart of the city. Close to shops and restaurants.<br /><br />15 minutes walk from the United Nations<br />10 minutes walk from Geneva main station (Cornavin)<br />15 minutes walk from Geneva Lake<br /><br /><b>Guest access</b><br />Room, Living Room, Bathroom, Kitchen<br /><br /><b>Other things to note</b><br />I highly recommend visiting Geneva by bike with the GenevaRoule company.<br />The rent is free during 4 hours.<br />https://www.geneveroule.ch/en/rent-loan","Apartment located in the pretty district of Saint-Jean.<br />Close to shops such as Denner, Coop, Les Charmilles shopping center.",https://a0.muscache.com/pictures/41420127-b828-447f-ab4d-2f0cbdcb56c3.jpg,224702339,https://www.airbnb.com/users/show/224702339,Whit,2018-11-07,"Plan-les-Ouates, Geneva, Switzerland","/!\ Locked dates /!\ 
Contact me for more availabilities.
",,,83%,f,https://a0.muscache.com/im/pictures/user/f6bd33e3-b248-45e7-ac6a-5746fdcd21cb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f6bd33e3-b248-45e7-ac6a-5746fdcd21cb.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'google', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Genève, GE, Switzerland",Commune de Genève,,46.20489,6.12545,Entire apartment,Entire home/apt,2,0.0,1 bath,1.0,2.0,"[""Essentials"", ""Oven"", ""Iron"", ""Stove"", ""Free street parking"", ""Hot water"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""Hangers"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Wifi"", ""Cooking basics""]",$98.00,4,15,4,4,15,15,4.0,15.0,,t,28,58,88,88,2020-12-30,13,3,0,2019-09-14,2020-03-01,95.0,9.0,10.0,9.0,10.0,10.0,9.0,,f,1,1,0,0,0.82
37351694,https://www.airbnb.com/rooms/37351694,20201229152854,2020-12-30,"Nice appartment in Champel, Geneva","Nice apartment in a quiet area, very close from the centre of town. Bus stops, parks and shops within a 2min walk.<br /><br />One bedroom with a queen size bed, a living room with a dining area and a double sofa bed. Kitchen, 2 x balconies, bathroom with a bath and a separate toilet. We keep one bedroom locked.<br /><br />Situated next to a nice park, ideal for kids or just to relax. <br /><br />Have a good stay ;)","Calm, child and family friendly neighbour hood, close to transportation and a 20 minute walk into the centre of town.",https://a0.muscache.com/pictures/04d8def0-93b2-4a3a-a738-63948fc5ec6d.jpg,154546773,https://www.airbnb.com/users/show/154546773,Julie,2017-10-14,"Geneva, Geneva, Switzerland",,,,100%,f,https://a0.muscache.com/im/pictures/user/4e00ab67-1d11-4d15-a4b3-cbbe7841fe7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4e00ab67-1d11-4d15-a4b3-cbbe7841fe7c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,f,"Genève, GE, Switzerland",Commune de Genève,,46.19235,6.15501,Entire condominium,Entire home/apt,4,0.0,1 bath,1.0,2.0,"[""Washer"", ""Oven"", ""Microwave"", ""Iron"", ""Patio or balcony"", ""Dryer"", ""Hot water"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""TV"", ""Shampoo"", ""Essentials"", ""Wifi"", ""Cooking basics""]",$120.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,28,58,88,363,2020-12-30,1,1,0,2020-02-03,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,t,1,1,0,0,0.09
37353472,https://www.airbnb.com/rooms/37353472,20201229152854,2020-12-30,Renovated modern studio with air conditioning,Beautiful apartment near Carouge and Plainpalais. Air conditioned and entirely renovated,,https://a0.muscache.com/pictures/3b89d3c5-b004-4fec-8747-273d1faf802c.jpg,273734321,https://www.airbnb.com/users/show/273734321,Homenhancement SA,2019-07-05,"Geneva, Geneva, Switzerland","Nous sommes à votre service pour vous aider à trouver le parfait appartement pour votre séjour à Genève.
Nous gérons plus de 375 appartements à Genève où nous couvrons toute la ville. N'hésitez pas à nous contacter pour toute demande d'information complémentaire.

Réservations Team
Harold Lécuyer, Loïc Emery et Moussa Samake

Homenhancement  SA
",within a day,67%,59%,f,https://a0.muscache.com/im/pictures/user/41b9e759-7a64-4bea-bad6-43fd63d43571.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/41b9e759-7a64-4bea-bad6-43fd63d43571.jpg?aki_policy=profile_x_medium,,115,115,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,,Carouge,,46.183170000000004,6.13822,Entire serviced apartment,Entire home/apt,2,0.0,1 bath,1.0,1.0,"[""Washer"", ""Iron"", ""Long term stays allowed"", ""Dryer"", ""Hot water"", ""Heating"", ""Elevator"", ""Smart lock"", ""Kitchen"", ""Air conditioning"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Essentials"", ""Wifi""]",$106.00,4,1125,4,4,99,99,4.0,99.0,,t,0,0,0,0,2020-12-30,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,t,89,89,0,0,0.0
37360569,https://www.airbnb.com/rooms/37360569,20201229152854,2020-12-29,Cosy attic appartment in the heart of geneva,Cosy attic appartment in the heart of Geneva ( paquis/cornavin).<br /><br /><b>The space</b><br />Lodged in the top floor of a appartment in a lively street( full of bar and restaurants) and 5 minutes walking from the lake and 3 minutes from the station,,https://a0.muscache.com/pictures/b36047a1-9375-4155-8347-e06db6aeaeb8.jpg,12952078,https://www.airbnb.com/users/show/12952078,Alexia,2014-03-09,"Hoeilaart, Flanders, Belgium",,within a day,50%,17%,f,https://a0.muscache.com/im/pictures/user/7a35e32b-5753-4de4-8725-10b9814ad57e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7a35e32b-5753-4de4-8725-10b9814ad57e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,,Commune de Genève,,46.21118,6.1463,Entire apartment,Entire home/apt,2,0.0,1 bath,1.0,1.0,"[""Washer"", ""Essentials"", ""Iron"", ""Breakfast"", ""Hair dryer"", ""Kitchen"", ""Shampoo"", ""Heating"", ""Wifi"", ""Lake access""]",$100.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,22,52,82,173,2020-12-29,2,0,0,2019-08-07,2019-08-26,100.0,10.0,10.0,8.0,8.0,10.0,10.0,,f,1,1,0,0,0.12
37362857,https://www.airbnb.com/rooms/37362857,20201229152854,2020-12-30,Large  furnished private room,"5 minutes from the French Moillesulaz border 20 minutes from Geneva business district.  Direct bus from the Cornavin Station, very close to the tram and bus stop.  Situated opposite a shopping center with restaurants, pharmacy, grocery shops and boutiques.<br /><br /><b>The space</b><br />Private Room, in a shared apartment I will be very available staying in the apartment during your stay.",Thonex Commercial Center,https://a0.muscache.com/pictures/dc6236f1-b063-4346-89bd-f33fe7e3ed13.jpg,22994879,https://www.airbnb.com/users/show/22994879,Jacquie,2014-10-26,"Geneva, Geneva, Switzerland",I live in Switzerland & Kenya I am friendly and love meeting new people.  I always have time for fun and time for work. I travel most times so you may find yourself home alone most times. Love a quiet day with a nice book & glass of wine. I like keeping it clean so tidy up behind you.  Airport transfer can be arranged at a cost and familiarization tour i will do for you at no extra cost,,,0%,f,https://a0.muscache.com/im/pictures/user/967946d2-06db-4b86-a0f5-020427076798.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/967946d2-06db-4b86-a0f5-020427076798.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Thônex, Genève, Switzerland",Thônex,,46.193490000000004,6.20165,Private room in apartment,Private room,2,0.0,1 shared bath,1.0,1.0,"[""Washer"", ""Wifi"", ""Iron"", ""Dryer"", ""Heating"", ""Lock on bedroom door"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""Extra pillows and blankets"", ""Hot tub"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Essentials"", ""Bed linens""]",$50.00,1,14,1,1,14,14,1.0,14.0,,t,28,58,88,88,2020-12-30,1,0,0,2019-12-07,2019-12-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,,t,1,0,1,0,0.08
